UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL9,LEVEL10,LEVEL11,LEVEL12,LEVEL17,LEVEL18,LEVEL19,OPENADMP,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPDATE,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,SATACTDT,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XSATWR25,SATWR25,XSATWR75,SATWR75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,XACTWR25,ACTWR25,XACTWR75,ACTWR75,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO3,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBFAC,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4,PCTPOST,CALSYS,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,XAPPFEEP,APPLFEEP,FT_UG,FT_FTUG,FT_GD,FT_FP,PT_UG,PT_FTUG,PT_GD,PT_FP,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,ALLONCAM,XENRLM,ENRLM,XENRLW,ENRLW,XENRLT,ENRLT,XAPPLCN,APPLCN,XADMSSN,ADMSSN,XENRLFT,ENRLFT,XENRLPT,ENRLPT,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4 
206002,0,1,0,0,0,0,4,-2,-2,54,0,0,0,0,1,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,0,0,1,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2,-2,2,"R",50,"A",.,"B",.,1,1,2,-2,1,1,2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
206011,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
206039,0,1,-2,0,0,0,2,-2,-2,-2,1,0,0,1,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,5,"R",100,"A",.,"A",.,1,1,-2,-2,2,2,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
206048,0,1,0,0,0,0,3,-2,-2,-2,0,0,1,0,1,0,1,0,0,0,0,0,-2,-2,-2,2,1,2,1,2,2,3,1,1,4,2,"R",1173,"R",1039,"R",745,"R",707,"R",186,"R",169,"R",0,"R",3,2,"R",42,"R",19,"R",198,"R",91,"R",420,"R",490,"R",400,"R",502,"B",.,"B",.,"R",17,"R",22,"R",15,"R",21,"R",16,"R",21,"B",.,"B",.,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,144,1,144,1,144,1,144,-2,1,"R",20,"R",50,"A",.,1,1,1,2,1,1,1,2,2,1,"R",640,1,"R",19,"R",3950,"R",3630,"A",.,1,"R",186,"R",172,"R",358,"R",2212,"R",1452,"R",355,"R",3,1,0,0,1,0
206084,1,1,1,1,1,0,1,2,0,-2,1,1,1,0,1,1,1,1,1,1,0,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,119,1,119,1,119,1,119,-2,1,"R",40,"R",45,"R",45,1,1,1,1,1,1,1,1,1,1,"R",4004,2,"A",.,"R",5889,"R",3130,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
206093,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,"A",.,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0
206154,0,1,0,0,0,0,4,-2,-2,88,0,1,1,0,1,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,1,2,1,3,1,3,3,3,3,2,"R",3,"R",5,"R",3,"R",5,"R",0,"R",0,"R",3,"R",5,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",25,"A",.,"B",.,1,1,2,-2,1,1,2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",3,"R",5,"R",8,"R",8,"R",8,"R",0,"R",8,2,0,0,0,0
206172,1,0,-2,0,1,1,1,2,0,-2,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,"R",0,"A",.,"A",.,1,1,-2,-2,2,2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
206181,1,0,-2,0,0,0,1,4,2,-2,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,1,0,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,"R",95,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
206215,0,1,0,0,0,0,4,-2,-2,39,0,0,0,0,0,1,1,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,4,"A",.,"R",25,"R",25,2,2,1,1,2,2,1,1,2,1,"R",45,3,"A",.,"R",3215,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0
206224,1,0,-2,0,0,0,2,-2,-2,-2,0,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,2,"R",75,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0
206279,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,1,1,-2,-2,-2,0,1,0,0,2,3,3,3,3,1,3,3,3,3,1,"B",.,"B",.,"B",.,"B",.,"R",3,"R",12,"R",2,"R",3,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,3,"R",35,"R",50,"A",.,1,1,1,-2,1,1,1,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",5,"R",15,"R",20,"R",30,"R",25,"R",15,"R",5,1,0,0,1,0
206288,0,1,1,0,0,0,4,-2,-2,71,0,0,0,0,0,1,1,0,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,4,0,1,1,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"A",.,"R",40,"R",40,2,2,1,1,2,2,1,1,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
206321,1,0,-2,0,1,0,1,2,4,-2,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,"R",35,"A",.,"A",.,1,1,-2,-2,1,2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
206330,0,1,0,0,0,0,3,-2,-2,-2,0,1,1,0,1,0,1,0,0,0,0,0,-2,-2,-2,2,1,1,1,2,3,3,1,1,3,2,"R",543,"R",416,"R",388,"R",316,"R",153,"R",93,"R",27,"R",77,2,"R",15,"R",8,"R",184,"R",92,"R",400,"R",520,"R",420,"R",530,"B",.,"B",.,"R",16,"R",20,"R",15,"R",19,"R",16,"R",21,"B",.,"B",.,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,356,1,141,1,141,1,141,-2,1,"R",25,"R",25,"A",.,1,1,1,2,1,1,1,2,2,1,"R",592,1,"R",19,"R",2870,"R",4990,"A",.,2,"R",180,"R",170,"R",350,"R",959,"R",704,"R",246,"R",104,1,0,0,1,0
206349,1,1,1,0,0,0,4,-2,-2,30,1,0,0,0,1,1,1,1,-2,-2,-2,0,0,0,0,2,1,3,1,2,1,3,1,1,3,2,"R",10,"R",329,"R",6,"R",139,"R",6,"R",104,"R",0,"R",3,2,"R",17,"R",15,"R",98,"R",87,"R",370,"R",510,"R",390,"R",520,"B",.,"B",.,"R",18,"R",23,"R",17,"R",23,"R",17,"R",23,"B",.,"B",.,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,-2,1,1,0,0,0,0,1,1,0,1,0,0,0,0,2,-2,1,306,2,-2,1,306,-2,1,"R",25,"R",25,"A",.,1,1,1,-2,1,1,1,-2,2,1,"R",242,1,"R",15,"R",3756,"R",3596,"A",.,2,"R",6,"R",107,"R",113,"R",339,"R",145,"R",110,"R",3,1,0,0,1,0
206358,1,0,-2,0,0,0,2,-2,-2,-2,0,0,0,1,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,7,"R",35,"A",.,"A",.,1,1,-2,-2,2,2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
206394,1,0,-2,0,0,0,2,-2,-2,-2,0,0,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,2,3,1,3,1,2,3,2,1,2,"R",26,"R",62,"R",21,"R",52,"R",19,"R",44,"R",0,"R",0,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,2,"R",50,"A",.,"A",.,1,1,-2,-2,1,2,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",19,"R",44,"R",63,"R",88,"R",73,"R",63,"R",0,1,0,0,1,1
206419,1,0,0,0,0,0,2,-2,-2,-2,0,1,0,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,-2,0,0,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,7,"R",50,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
206428,1,0,-2,0,0,0,1,4,0,-2,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,3,3,1,3,1,3,3,3,1,2,"R",17,"R",93,"R",5,"R",30,"R",5,"R",30,"R",0,"R",0,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,"R",50,"A",.,"A",.,1,1,-2,-2,2,2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",5,"R",30,"R",35,"R",110,"R",35,"R",35,"R",0,1,0,0,1,0
206437,0,1,0,0,0,0,4,-2,-2,30,0,0,1,0,1,0,1,0,1,0,0,0,-2,-2,-2,2,1,2,1,2,2,3,1,1,3,2,"R",630,"R",863,"R",472,"R",739,"R",216,"R",300,"R",0,"R",0,2,"R",110,"R",21,"R",500,"R",97,"R",440,"R",540,"R",460,"R",560,"B",.,"B",.,"R",19,"R",24,"R",18,"R",24,"R",18,"R",24,"B",.,"B",.,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,356,1,306,1,306,1,306,-2,1,"R",25,"R",25,"A",.,1,1,1,2,1,2,1,2,2,1,"R",1037,1,"R",19,"R",5454,"R",3670,"A",.,2,"R",216,"R",300,"R",516,"R",1493,"R",1211,"R",516,"R",0,1,0,0,1,0
206446,0,1,-2,0,0,0,1,2,0,-2,1,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,0,0,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,2,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0
206482,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,1,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,7,"R",50,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
206491,0,1,0,0,0,0,4,-2,-2,51,0,0,0,0,1,0,1,0,-2,-2,-2,0,0,0,0,2,1,1,1,2,1,2,2,1,4,2,"R",1087,"R",1630,"R",547,"R",820,"R",76,"R",106,"R",0,"R",0,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,2,-2,1,306,2,-2,1,306,-2,1,"R",25,"R",25,"A",.,1,1,1,-2,1,1,1,-2,2,1,"R",1000,1,"R",19,"R",2820,"R",2500,"A",.,1,"R",76,"R",106,"R",182,"R",2717,"R",1367,"R",182,"R",0,1,0,0,1,0
206507,0,1,0,0,0,0,4,-2,-2,65,0,0,0,0,1,0,1,0,0,0,0,0,-2,-2,-2,2,1,1,1,2,1,3,1,1,3,2,"R",981,"R",1224,"R",686,"R",937,"R",164,"R",180,"R",1,"R",0,2,"R",63,"R",18,"R",324,"R",94,"R",400,"R",410,"R",520,"R",530,"B",.,"B",.,"R",18,"R",24,"R",17,"R",23,"R",18,"R",25,"R",17,"R",23,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,191,1,191,1,191,1,191,-2,1,"R",0,"R",0,"A",.,1,1,1,2,1,1,1,2,2,1,"R",819,1,"R",21,"R",3700,"R",4610,"A",.,2,"R",165,"R",180,"R",345,"R",2205,"R",1623,"R",344,"R",1,2,0,0,0,0
206516,0,1,0,0,0,0,4,-2,-2,79,0,0,0,0,0,0,1,0,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,3,"A",.,"R",25,"R",25,2,2,1,1,2,2,1,1,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0
206525,0,1,0,0,0,0,4,-2,-2,67,0,0,0,0,1,0,1,0,0,0,0,0,-2,-2,-2,2,1,2,1,1,2,2,3,1,3,1,"R",1471,"R",1419,"R",1034,"R",1062,"R",283,"R",269,"R",0,"R",0,1,"R",324,"R",59,"R",458,"R",83,"R",490,"R",610,"R",500,"R",620,"B",.,"B",.,"R",22,"R",27,"R",21,"R",28,"R",21,"R",27,"B",.,"B",.,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,-2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,189,1,189,1,189,1,189,-2,1,"R",40,"R",40,"A",.,1,1,2,2,1,2,1,2,2,1,"R",1696,1,"R",15,"R",4316,"R",3998,"A",.,1,"R",283,"R",269,"R",552,"R",2890,"R",2096,"R",552,"R",0,1,0,0,1,0
206589,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,1,1,1,3,1,1,4,2,"R",1923,"R",2021,"R",1261,"R",1517,"R",247,"R",268,"R",0,"R",0,2,"R",346,"R",67,"R",328,"R",64,"R",540,"R",670,"R",550,"R",660,"B",.,"B",.,"R",23,"R",29,"R",23,"R",30,"R",22,"R",28,"B",.,"B",.,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-2,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,189,1,189,1,189,1,189,-2,1,"R",40,"A",.,"B",.,1,1,2,-2,1,2,2,-2,2,1,"R",1856,2,"A",.,"R",3860,"R",4790,"A",.,1,"R",247,"R",268,"R",515,"R",3944,"R",2778,"R",515,"R",0,1,0,0,1,0
206604,1,1,1,0,0,0,1,2,0,-2,0,0,1,0,1,0,1,1,1,1,0,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,2,-2,1,122,1,122,1,122,-2,2,"R",30,"R",25,"R",50,1,1,1,1,1,1,1,1,1,1,"R",2987,2,"A",.,"R",4770,"R",2565,"A",.,1,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
206613,1,1,-2,0,0,0,1,2,0,-2,0,0,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,2,"R",40,"A",.,"A",.,1,1,1,-2,1,1,1,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
