UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XSATWR25,SATWR25,XSATWR75,SATWR75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,XACTWR25,ACTWR25,XACTWR75,ACTWR75 
199759,1,3,3,3,1,2,2,1,3,"R",126,"R",76,"R",50,"R",124,"R",74,"R",50,"R",86,"R",50,"R",36,"R",58,"R",29,"R",29,"R",28,"R",21,"R",7,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199847,1,1,1,2,1,3,3,1,3,"R",13281,"R",5738,"R",7543,"R",3903,"R",1856,"R",2047,"R",1284,"R",608,"R",676,"R",1284,"R",608,"R",676,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199865,1,2,1,2,2,3,1,2,3,"R",809,"R",260,"R",549,"R",678,"R",220,"R",458,"R",195,"R",70,"R",125,"R",195,"R",70,"R",125,"A",,"A",,"A",,"R",104,"R",53,"R",106,"R",54,"R",518,"R",650,"R",470,"R",590,"A",,"A",,"R",21,"R",28,"A",,"A",,"A",,"A",,"A",,"A",
199962,1,2,1,2,2,3,1,1,3,"R",8018,"R",3026,"R",4992,"R",5597,"R",2003,"R",3594,"R",664,"R",248,"R",416,"R",664,"R",248,"R",416,"A",,"A",,"A",,"R",450,"R",68,"R",423,"R",64,"R",460,"R",560,"R",470,"R",570,"R",440,"R",550,"R",20,"R",25,"A",,"A",,"A",,"A",,"A",,"A",
199999,1,2,1,1,3,3,1,1,4,"R",4478,"R",1369,"R",3109,"R",2621,"R",780,"R",1841,"R",887,"R",259,"R",628,"R",865,"R",254,"R",611,"R",22,"R",5,"R",17,"R",676,"R",76,"R",552,"R",62,"R",400,"R",460,"R",410,"R",470,"R",370,"R",440,"R",17,"R",19,"R",14,"R",19,"R",16,"R",19,"A",,"A",
200004,1,2,1,1,3,3,1,1,3,"R",17699,"R",7153,"R",10546,"R",7127,"R",2924,"R",4203,"R",1639,"R",737,"R",902,"R",1624,"R",733,"R",891,"R",15,"R",4,"R",11,"R",876,"R",53,"R",929,"R",57,"R",470,"R",560,"R",470,"R",570,"R",430,"R",530,"R",20,"R",24,"R",19,"R",24,"R",19,"R",24,"A",,"A",
200059,1,2,1,1,3,3,1,1,3,"R",347,"R",158,"R",189,"R",323,"R",144,"R",179,"R",211,"R",89,"R",122,"R",198,"R",86,"R",112,"R",13,"R",3,"R",10,"R",24,"R",11,"R",164,"R",77,"R",390,"R",550,"R",440,"R",530,"A",,"A",,"R",18,"R",22,"R",16,"R",21,"R",17,"R",23,"A",,"A",
200156,1,2,1,1,2,3,1,1,3,"R",1131,"R",788,"R",343,"R",735,"R",469,"R",266,"R",231,"R",112,"R",119,"R",231,"R",112,"R",119,"R",0,"R",0,"R",0,"R",46,"R",20,"R",183,"R",79,"R",371,"R",579,"R",385,"R",581,"A",,"A",,"R",18,"R",28,"R",15,"R",28,"R",17,"R",27,"A",,"A",
200217,1,1,1,2,2,3,1,1,3,"R",900,"R",332,"R",568,"R",861,"R",319,"R",542,"R",410,"R",151,"R",259,"R",405,"R",149,"R",256,"R",5,"R",2,"R",3,"R",65,"R",16,"R",365,"R",89,"R",450,"R",600,"R",460,"R",580,"R",440,"R",575,"R",20,"R",26,"R",20,"R",26,"R",19,"R",26,"A",,"A",
200253,1,2,1,1,3,3,1,1,3,"R",840,"R",404,"R",436,"R",477,"R",223,"R",254,"R",341,"R",155,"R",186,"R",311,"R",143,"R",168,"R",30,"R",12,"R",18,"R",59,"R",17,"R",282,"R",81,"R",425,"R",510,"R",440,"R",520,"A",,"A",,"R",19,"R",24,"R",18,"R",24,"R",18,"R",24,"A",,"A",
200280,1,3,1,1,3,3,1,1,3,"R",4920,"R",2607,"R",2313,"R",4029,"R",2087,"R",1942,"R",1895,"R",971,"R",924,"R",1868,"R",951,"R",917,"R",27,"R",20,"R",7,"R",125,"R",7,"R",1729,"R",91,"R",460,"R",590,"R",470,"R",590,"A",,"A",,"R",21,"R",26,"R",20,"R",26,"R",22,"R",27,"A",,"A",
200332,1,3,1,1,3,3,1,1,3,"R",5311,"R",2846,"R",2465,"R",4973,"R",2645,"R",2328,"R",2552,"R",1414,"R",1138,"R",2529,"R",1402,"R",1127,"R",23,"R",12,"R",11,"R",77,"R",3,"R",2514,"R",98,"R",480,"R",630,"R",500,"R",630,"R",460,"R",520,"R",21,"R",26,"R",20,"R",25,"R",21,"R",27,"A",,"A",
200484,1,1,1,3,1,3,1,3,3,"R",158,"R",106,"R",52,"R",67,"R",36,"R",31,"R",48,"R",26,"R",21,"R",46,"R",25,"R",20,"R",2,"R",1,"R",1,"R",3,"R",6,"R",37,"R",79,"R",400,"R",450,"R",450,"R",450,"R",420,"R",440,"R",17,"R",22,"R",16,"R",20,"R",17,"R",22,"A",,"A",
200572,2,2,1,1,3,3,1,1,3,"R",403,"R",207,"R",196,"R",348,"R",175,"R",173,"R",209,"R",101,"R",108,"R",173,"R",87,"R",86,"R",36,"R",14,"R",22,"R",14,"R",6,"R",191,"R",91,"R",377,"R",475,"R",357,"R",480,"R",352,"R",450,"R",18,"R",23,"R",18,"R",24,"R",16,"R",23,"A",,"A",
200624,1,3,1,3,2,1,2,1,4,"R",60,"R",23,"R",37,"R",41,"R",17,"R",24,"R",12,"R",4,"R",8,"R",12,"R",4,"R",8,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
200785,3,3,1,3,3,3,2,2,1,"R",99,"R",23,"R",76,"R",92,"R",22,"R",70,"R",63,"R",17,"R",46,"R",53,"R",14,"R",39,"R",10,"R",3,"R",7,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
200800,1,2,1,1,2,3,1,1,3,"R",15166,"R",7399,"R",7767,"R",14650,"R",7066,"R",7584,"R",3919,"R",2076,"R",1843,"R",3813,"R",2031,"R",1782,"R",106,"R",45,"R",61,"R",546,"R",14,"R",3602,"R",92,"R",440,"R",580,"R",450,"R",610,"A",,"A",,"R",19,"R",26,"R",18,"R",25,"R",18,"R",26,"A",,"A",
200828,2,3,1,3,1,3,3,3,1,"R",58,"R",6,"R",52,"R",42,"R",5,"R",37,"R",32,"R",5,"R",27,"R",25,"R",5,"R",20,"R",7,"R",0,"R",7,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
201061,1,3,1,3,3,1,1,1,3,"R",579,"R",156,"R",423,"R",133,"R",42,"R",91,"R",76,"R",20,"R",47,"R",76,"R",20,"R",47,"R",0,"R",0,"R",0,"R",12,"R",18,"R",55,"R",82,"R",420,"R",530,"R",390,"R",520,"R",400,"R",500,"R",18,"R",23,"R",18,"R",25,"R",17,"R",23,"A",,"A",
201104,1,2,1,2,2,3,1,2,3,"R",3087,"R",1038,"R",2049,"R",2369,"R",965,"R",1404,"R",587,"R",246,"R",341,"R",587,"R",246,"R",341,"A",,"A",,"A",,"R",57,"R",10,"R",565,"R",96,"R",450,"R",550,"R",460,"R",540,"A",,"A",,"R",20,"R",25,"R",20,"R",25,"R",19,"R",26,"A",,"A",
201177,1,3,1,3,3,3,1,3,3,"R",15,"R",1,"R",14,"R",13,"R",1,"R",12,"R",13,"R",1,"R",12,"R",10,"R",1,"R",9,"R",3,"R",0,"R",3,"R",1,"R",8,"R",12,"R",92,"A",,"A",,"A",,"A",,"A",,"A",,"R",21,"R",25,"R",21,"R",24,"R",19,"R",24,"R",4,"R",8
201195,1,2,1,1,2,3,3,1,4,"R",4363,"R",2018,"R",2345,"R",2626,"R",1254,"R",1372,"R",768,"R",384,"R",384,"R",766,"R",382,"R",384,"R",2,"R",2,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
201371,1,2,1,2,1,3,1,1,3,"R",1652,"R",877,"R",775,"R",885,"R",435,"R",450,"R",218,"R",118,"R",100,"R",217,"R",118,"R",99,"R",1,"R",0,"R",1,"R",21,"R",9,"R",212,"R",91,"R",410,"R",580,"R",430,"R",560,"R",420,"R",550,"R",18,"R",23,"R",16,"R",23,"R",17,"R",24,"A",,"A",
201441,1,2,1,1,3,3,1,1,3,"R",14632,"R",5747,"R",8885,"R",10635,"R",4105,"R",6530,"R",3392,"R",1349,"R",2043,"R",3375,"R",1342,"R",2033,"R",17,"R",7,"R",10,"R",413,"R",12,"R",3212,"R",95,"R",450,"R",570,"R",450,"R",580,"A",,"A",,"R",19,"R",24,"R",18,"R",24,"R",18,"R",24,"A",,"A",
201539,2,3,1,3,3,1,3,3,1,"R",102,"R",13,"R",89,"R",102,"R",13,"R",89,"R",27,"R",11,"R",16,"R",24,"R",11,"R",13,"R",3,"R",0,"R",3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
201548,1,3,1,2,3,3,1,1,3,"R",3734,"R",1593,"R",2141,"R",2686,"R",1068,"R",1618,"R",671,"R",284,"R",387,"R",671,"R",284,"R",387,"R",0,"R",0,"R",0,"R",115,"R",17,"R",629,"R",94,"R",480,"R",600,"R",480,"R",580,"R",460,"R",600,"R",22,"R",28,"R",21,"R",28,"R",21,"R",27,"A",,"A",
201645,1,1,1,1,1,4,1,1,3,"R",22807,"R",12236,"R",10571,"R",8271,"R",4406,"R",3865,"R",1259,"R",708,"R",551,"R",1258,"R",707,"R",551,"R",1,"R",1,"R",0,"R",713,"R",57,"R",778,"R",62,"R",620,"R",720,"R",680,"R",770,"R",620,"R",720,"R",30,"R",33,"R",29,"R",34,"R",29,"R",34,"R",8,"R",9
201654,1,2,1,2,1,3,1,1,3,"R",3159,"R",1359,"R",1800,"R",2344,"R",1018,"R",1326,"R",819,"R",400,"R",419,"R",819,"R",400,"R",419,"R",0,"R",0,"R",0,"R",365,"R",45,"R",637,"R",78,"R",540,"R",650,"R",520,"R",640,"R",520,"R",630,"R",23,"R",28,"R",24,"R",30,"R",23,"R",28,"A",,"A",
201690,1,2,1,2,2,2,1,1,4,"R",6502,"R",2697,"R",3805,"R",2568,"R",990,"R",1578,"R",519,"R",232,"R",287,"R",510,"R",227,"R",283,"R",9,"R",5,"R",4,"R",53,"R",10,"R",462,"R",89,"R",330,"R",410,"R",340,"R",420,"A",,"A",,"R",14,"R",18,"R",12,"R",17,"R",15,"R",17,"A",,"A",
201821,1,3,1,3,3,3,1,2,3,"R",192,"R",8,"R",184,"R",104,"R",2,"R",102,"R",55,"R",2,"R",53,"R",43,"R",2,"R",41,"R",12,"R",0,"R",12,"R",7,"R",13,"R",50,"R",91,"A",,"A",,"A",,"A",,"A",,"A",,"R",19,"R",22,"A",,"A",,"A",,"A",,"A",,"A",
201858,1,1,1,3,1,3,1,1,1,"R",227,"R",139,"R",88,"R",216,"R",129,"R",87,"R",105,"R",62,"R",43,"R",92,"R",53,"R",39,"R",13,"R",9,"R",4,"R",40,"R",36,"R",82,"R",74,"R",435,"R",620,"R",445,"R",570,"R",470,"R",540,"R",18,"R",24,"R",17,"R",24,"R",17,"R",24,"A",,"A",
201885,1,2,1,1,1,3,1,1,3,"R",15286,"R",7733,"R",7553,"R",13081,"R",6673,"R",6408,"R",4435,"R",2337,"R",2098,"R",4394,"R",2324,"R",2070,"R",41,"R",13,"R",28,"R",974,"R",22,"R",4027,"R",91,"R",510,"R",630,"R",530,"R",660,"R",490,"R",620,"R",23,"R",28,"R",22,"R",29,"R",23,"R",28,"R",7,"R",8
202046,1,2,1,3,1,1,1,1,4,"R",738,"R",310,"R",428,"R",479,"R",195,"R",284,"R",168,"R",68,"R",100,"R",168,"R",68,"R",100,"R",0,"R",0,"R",0,"R",62,"R",37,"R",112,"R",67,"R",480,"R",620,"R",480,"R",580,"R",450,"R",600,"R",20,"R",27,"R",20,"R",26,"R",17,"R",26,"A",,"A",
202073,2,2,1,2,1,1,2,1,3,"R",442,"R",227,"R",215,"R",207,"R",109,"R",98,"R",66,"R",35,"R",31,"R",66,"R",35,"R",31,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
202134,1,2,1,1,4,3,1,1,3,"R",10510,"R",4334,"R",6176,"R",6735,"R",2767,"R",3968,"R",1847,"R",861,"R",986,"R",1804,"R",837,"R",967,"R",43,"R",24,"R",19,"R",309,"R",17,"R",1681,"R",91,"R",440,"R",570,"R",450,"R",580,"R",430,"R",540,"R",19,"R",25,"R",18,"R",25,"R",18,"R",25,"R",6,"R",8
202170,1,2,3,3,1,2,2,1,3,"R",727,"R",217,"R",479,"R",557,"R",166,"R",378,"R",245,"R",67,"R",174,"R",243,"R",67,"R",172,"R",2,"R",0,"R",2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
202480,1,2,1,1,1,3,1,1,3,"R",16968,"R",8849,"R",8119,"R",9760,"R",4876,"R",4884,"R",2143,"R",1103,"R",1040,"R",2138,"R",1100,"R",1038,"R",5,"R",3,"R",2,"R",682,"R",32,"R",1757,"R",82,"R",510,"R",620,"R",520,"R",630,"R",520,"R",610,"R",24,"R",29,"R",24,"R",30,"R",24,"R",29,"A",,"A",
202514,1,2,1,2,3,3,1,1,3,"R",1210,"R",710,"R",500,"R",789,"R",449,"R",340,"R",183,"R",108,"R",75,"R",182,"R",107,"R",75,"R",1,"R",1,"R",0,"R",38,"R",21,"R",160,"R",88,"R",395,"R",460,"R",390,"R",505,"A",,"A",,"R",19,"R",24,"R",17,"R",23,"R",17,"R",24,"A",,"A",
202523,1,2,1,1,1,2,2,1,3,"R",6110,"R",2763,"R",3347,"R",2926,"R",1210,"R",1716,"R",632,"R",291,"R",341,"R",632,"R",291,"R",341,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
202763,1,2,1,2,1,3,1,2,3,"R",3106,"R",1087,"R",2019,"R",2357,"R",824,"R",1533,"R",715,"R",224,"R",491,"R",715,"R",224,"R",491,"A",,"A",,"A",,"R",36,"R",5,"R",679,"R",95,"R",470,"R",560,"R",470,"R",480,"R",470,"R",480,"R",20,"R",25,"R",20,"R",25,"R",20,"R",25,"A",,"A",
202912,1,3,1,3,3,3,1,1,3,"R",83,"R",23,"R",60,"R",64,"R",19,"R",45,"R",22,"R",1,"R",21,"R",18,"R",1,"R",17,"R",4,"R",0,"R",4,"R",0,"R",0,"R",20,"R",91,"A",,"A",,"A",,"A",,"A",,"A",,"R",18,"R",24,"R",17,"R",22,"R",17,"R",24,"A",,"A",
202985,3,3,3,3,3,3,3,3,1,"R",3,"R",0,"R",3,"R",2,"A",,"R",2,"R",2,"A",,"R",2,"R",2,"A",,"R",2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
203030,3,3,1,3,3,1,3,3,1,"R",24,"R",2,"R",22,"R",20,"R",2,"R",18,"R",14,"R",2,"R",12,"R",10,"R",2,"R",8,"R",4,"R",0,"R",4,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
203085,1,3,1,2,1,3,1,2,3,"R",1147,"R",709,"R",438,"R",905,"R",531,"R",374,"R",274,"R",160,"R",114,"R",274,"R",160,"R",114,"R",0,"R",0,"R",0,"R",35,"R",13,"R",259,"R",95,"R",460,"R",580,"R",490,"R",580,"A",,"A",,"R",19,"R",25,"R",18,"R",25,"R",19,"R",25,"A",,"A",
203128,1,2,1,2,1,3,1,1,3,"R",1864,"R",1167,"R",697,"R",1074,"R",623,"R",451,"R",161,"R",90,"R",71,"R",160,"R",90,"R",70,"R",1,"R",0,"R",1,"R",42,"R",26,"R",136,"R",85,"R",450,"R",590,"R",430,"R",578,"R",433,"R",575,"R",20,"R",27,"R",19,"R",26,"R",19,"R",25,"A",,"A",
203313,3,3,1,3,3,3,3,1,3,"R",157,"R",100,"R",57,"R",117,"R",86,"R",31,"R",41,"R",29,"R",12,"R",35,"R",26,"R",9,"R",6,"R",3,"R",3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
203368,1,3,1,2,1,3,1,2,3,"R",4087,"R",1964,"R",2123,"R",3352,"R",1673,"R",1679,"R",761,"R",378,"R",383,"R",759,"R",377,"R",382,"R",2,"R",1,"R",1,"R",308,"R",40,"R",633,"R",83,"R",490,"R",590,"R",500,"R",600,"R",480,"R",590,"R",22,"R",28,"R",21,"R",28,"R",21,"R",27,"R",7,"R",8
203386,2,3,2,2,3,1,3,2,1,"R",236,"R",18,"R",218,"R",101,"R",8,"R",93,"R",59,"R",6,"R",53,"R",59,"R",6,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
203517,1,3,1,2,3,3,1,2,3,"R",15772,"R",5784,"R",9988,"R",13369,"R",4752,"R",8617,"R",4334,"R",1504,"R",2830,"R",4191,"R",1435,"R",2756,"R",143,"R",69,"R",74,"R",955,"R",22,"R",3724,"R",86,"R",480,"R",580,"R",470,"R",580,"R",460,"R",560,"R",21,"R",25,"R",20,"R",25,"R",19,"R",25,"R",6,"R",8
203535,1,3,1,1,1,3,1,2,3,"R",6644,"R",2635,"R",4009,"R",1703,"R",730,"R",973,"R",492,"R",217,"R",275,"R",492,"R",217,"R",275,"R",0,"R",0,"R",0,"R",290,"R",59,"R",276,"R",56,"R",630,"R",730,"R",610,"R",690,"R",620,"R",720,"R",28,"R",32,"R",30,"R",34,"R",26,"R",31,"R",8,"R",10
203544,1,2,3,3,2,3,2,1,3,"R",68,"R",8,"R",60,"R",68,"R",8,"R",60,"R",56,"R",8,"R",48,"R",51,"R",8,"R",43,"R",5,"R",0,"R",5,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
203580,1,2,1,2,1,2,1,1,3,"R",1712,"R",888,"R",824,"R",964,"R",483,"R",481,"R",214,"R",123,"R",91,"R",214,"R",123,"R",91,"A",,"A",,"A",,"R",39,"R",18,"R",190,"R",89,"R",440,"R",540,"R",450,"R",540,"R",425,"R",520,"R",19,"R",23,"R",18,"R",24,"R",17,"R",22,"A",,"A",
203757,1,3,1,2,3,3,1,1,3,"R",692,"R",202,"R",490,"R",479,"R",139,"R",340,"R",151,"R",51,"R",100,"R",148,"R",51,"R",97,"R",3,"R",0,"R",3,"R",16,"R",11,"R",138,"R",91,"R",370,"R",510,"R",430,"R",530,"R",350,"R",520,"R",18,"R",24,"R",15,"R",19,"R",16,"R",19,"R",6,"R",8
203775,1,2,1,1,3,3,1,1,3,"R",1168,"R",509,"R",659,"R",804,"R",339,"R",465,"R",245,"R",105,"R",140,"R",243,"R",104,"R",139,"R",2,"R",1,"R",1,"R",32,"R",13,"R",230,"R",94,"R",478,"R",563,"R",458,"R",550,"A",,"A",,"R",19,"R",25,"R",19,"R",26,"R",18,"R",25,"A",,"A",
203845,1,2,1,1,1,2,1,1,3,"R",2863,"R",1844,"R",1019,"R",2062,"R",1270,"R",792,"R",284,"R",192,"R",92,"R",283,"R",191,"R",92,"R",1,"R",1,"R",0,"R",81,"R",29,"R",215,"R",76,"R",480,"R",600,"R",470,"R",620,"A",,"A",,"R",21,"R",27,"R",20,"R",27,"R",20,"R",28,"A",,"A",
203960,1,2,2,1,3,3,2,1,3,"R",251,"R",39,"R",212,"R",132,"R",18,"R",114,"R",67,"R",7,"R",60,"R",50,"R",6,"R",44,"R",17,"R",1,"R",16,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
204024,1,1,1,1,2,3,1,1,3,"R",27454,"R",13533,"R",13921,"R",17980,"R",8750,"R",9230,"R",3811,"R",1870,"R",1941,"R",3806,"R",1867,"R",1939,"R",5,"R",3,"R",2,"R",948,"R",25,"R",3200,"R",84,"R",550,"R",650,"R",590,"R",690,"A",,"A",,"R",26,"R",30,"R",26,"R",32,"R",25,"R",30,"A",,"A",
204176,1,2,1,1,3,3,1,1,3,"R",175,"R",15,"R",160,"R",143,"R",9,"R",134,"R",95,"R",4,"R",91,"R",88,"R",3,"R",85,"R",7,"R",1,"R",6,"R",0,"R",0,"R",94,"R",99,"A",,"A",,"A",,"A",,"A",,"A",,"R",19,"R",23,"R",19,"R",24,"R",19,"R",24,"A",,"A",
204185,1,1,1,1,1,3,1,1,3,"R",2289,"R",1337,"R",952,"R",1717,"R",933,"R",784,"R",539,"R",288,"R",251,"R",539,"R",288,"R",251,"R",0,"R",0,"R",0,"R",93,"R",17,"R",497,"R",92,"R",460,"R",540,"R",440,"R",590,"A",,"A",,"R",21,"R",26,"R",20,"R",25,"R",20,"R",26,"A",,"A",
204194,1,2,1,2,1,3,1,1,3,"R",1059,"R",397,"R",662,"R",822,"R",312,"R",510,"R",358,"R",147,"R",211,"R",356,"R",146,"R",210,"R",2,"R",1,"R",1,"R",37,"R",10,"R",340,"R",95,"R",450,"R",550,"R",460,"R",580,"A",,"A",,"R",20,"R",25,"R",19,"R",26,"R",19,"R",26,"A",,"A",
204200,1,3,1,1,3,3,3,1,3,"R",2187,"R",1617,"R",570,"R",330,"R",180,"R",150,"R",330,"R",180,"R",150,"R",325,"R",178,"R",147,"R",5,"R",2,"R",3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
204264,1,2,1,1,1,3,1,1,3,"R",1977,"R",1139,"R",838,"R",1461,"R",787,"R",674,"R",360,"R",195,"R",165,"R",360,"R",195,"R",165,"R",0,"R",0,"R",0,"R",39,"R",11,"R",335,"R",93,"R",400,"R",550,"R",400,"R",520,"R",380,"R",480,"R",18,"R",24,"R",17,"R",24,"R",17,"R",24,"R",6,"R",8
204468,1,2,1,2,2,3,1,1,3,"R",2256,"R",1043,"R",1213,"R",2059,"R",946,"R",1113,"R",345,"R",210,"R",135,"R",343,"R",210,"R",133,"R",2,"R",0,"R",2,"R",70,"R",20,"R",276,"R",81,"R",390,"R",455,"R",380,"R",483,"A",,"A",,"R",17,"R",21,"R",15,"R",21,"R",16,"R",21,"A",,"A",
204501,1,3,1,1,1,3,1,2,3,"R",7815,"R",3193,"R",4622,"R",2249,"R",945,"R",1304,"R",778,"R",332,"R",446,"R",778,"R",332,"R",446,"A",,"A",,"A",,"R",501,"R",64,"R",359,"R",46,"R",640,"R",740,"R",620,"R",710,"R",630,"R",730,"R",29,"R",32,"R",31,"R",34,"R",27,"R",31,"A",,"A",
204617,1,2,1,2,3,3,1,1,3,"R",1410,"R",684,"R",725,"R",1140,"R",540,"R",600,"R",249,"R",130,"R",119,"R",248,"R",130,"R",118,"R",1,"R",0,"R",1,"R",23,"R",9,"R",238,"R",96,"R",400,"R",580,"R",450,"R",570,"R",420,"R",530,"R",19,"R",24,"R",18,"R",24,"R",19,"R",25,"A",,"A",
204635,1,1,1,1,1,2,1,1,4,"R",3108,"R",1763,"R",1345,"R",2146,"R",1203,"R",943,"R",586,"R",357,"R",229,"R",586,"R",357,"R",229,"A",,"A",,"A",,"R",116,"R",20,"R",538,"R",92,"R",480,"R",600,"R",530,"R",640,"R",508,"R",590,"R",23,"R",28,"R",21,"R",28,"R",23,"R",28,"A",,"A",
204796,2,1,1,1,3,3,1,1,3,"R",40240,"R",20467,"R",19773,"R",19872,"R",9623,"R",10249,"R",7032,"R",3462,"R",3570,"R",7023,"R",3459,"R",3564,"R",9,"R",3,"R",6,"R",2280,"R",32,"R",6099,"R",87,"R",560,"R",670,"R",610,"R",720,"R",560,"R",660,"R",27,"R",31,"R",26,"R",33,"R",27,"R",31,"R",8,"R",9
204857,1,2,1,1,2,3,1,1,3,"R",21000,"R",9749,"R",11251,"R",15628,"R",6939,"R",8689,"R",4423,"R",2066,"R",2357,"R",4413,"R",2059,"R",2354,"R",10,"R",7,"R",3,"R",926,"R",21,"R",4047,"R",91,"R",490,"R",600,"R",500,"R",610,"R",470,"R",590,"R",22,"R",26,"R",21,"R",26,"R",20,"R",26,"R",7,"R",8
204893,3,3,1,2,3,3,1,3,1,"R",2,"Z",0,"R",2,"R",2,"A",,"R",2,"R",2,"A",,"R",2,"R",2,"A",,"R",2,"A",,"A",,"A",,"R",0,"R",0,"R",2,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",21,"R",22,"R",20,"R",23,"R",16,"R",18,"A",,"A",
204909,1,2,1,1,1,2,2,1,3,"R",3949,"R",2023,"R",1926,"R",2955,"R",1457,"R",1498,"R",435,"R",223,"R",212,"R",435,"R",223,"R",212,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
204936,2,2,1,2,1,2,1,1,3,"R",2917,"R",1117,"R",1800,"R",2197,"R",837,"R",1360,"R",569,"R",213,"R",356,"R",562,"R",210,"R",352,"R",7,"R",3,"R",4,"R",122,"R",21,"R",523,"R",92,"R",480,"R",620,"R",490,"R",610,"R",470,"R",590,"R",22,"R",27,"R",21,"R",28,"R",21,"R",27,"R",7,"R",8
204981,3,3,1,3,1,1,3,3,1,"R",28,"R",9,"R",19,"R",28,"R",9,"R",19,"R",26,"R",9,"R",17,"R",9,"R",2,"R",7,"R",17,"R",7,"R",10,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
205027,1,2,1,3,1,3,2,1,4,"R",17,"R",17,"R",0,"R",14,"R",14,"A",,"R",12,"R",12,"A",,"R",12,"R",12,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
205054,2,2,2,2,2,2,3,3,1,"R",91,"R",10,"R",81,"R",76,"R",5,"R",71,"R",45,"R",3,"R",42,"R",45,"R",3,"R",42,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
